event_id,index,farm_id,cow_id,ref_event_datetime,birth_date,breed,InseminationDate,PreviousHeatEventDate,PreviousHeatEventType,PreviousCalvingDate,GestationObsDate,GestationObs,SerialNumber,idAssignments,AssignmentBegin,AssignmentEnd,event_type,season,country,cattle_mode,rank
FR5627075460_2018-04-21,303,FR-56151039,FR5627075460,2018-04-21 12:00:00,2012-10-23T00:00:00,71,2018-04-21T07:00:00,2018-04-17T22:30:00,Confirmation,2016-10-20T22:00:00,2018-05-25T07:00:00,Constat de gestation positif,017U3,831,2017-12-27T10:29:12,2018-05-31T09:32:13,artificial_insemination,printemps,FR,allaitant,vache
FR5627075585_2018-04-21,341,FR-56151039,FR5627075585,2018-04-21 12:00:00,2016-03-12T00:00:00,71,2018-04-21T07:00:00,2018-04-20T18:00:00,Confirmation,,2018-05-25T07:00:00,Constat de gestation positif,019NY,838,2018-03-28T09:09:20,2018-06-05T12:06:05,artificial_insemination,printemps,FR,allaitant,genisse
FR5627075583_2018-04-17,339,FR-56151039,FR5627075583,2018-04-17 12:00:00,2016-03-09T00:00:00,71,2018-04-17T06:00:00,2018-04-16T08:30:00,Confirmation,,2018-05-26T07:00:00,Constat de gestation positif,017UD,825,2018-03-28T09:05:24,2018-06-05T12:06:48,artificial_insemination,printemps,FR,allaitant,genisse
FR6770789743_2018-03-19,432,FR-67355083,FR6770789743,2018-03-19 12:00:00,2009-11-01T00:00:00,38,2018-03-19T12:00:00,2018-03-18T10:30:00,Confirmation,2016-12-17T12:00:00,2018-05-02T12:00:00,Constat de gestation positif,00MU0,12,2018-03-04T17:35:47,2018-03-22T20:36:20,artificial_insemination,printemps,FR,allaitant,vache
FR0200546501_2018-02-20,9,FR-02668063,FR0200546501,2018-02-20 12:00:00,2014-10-31T00:00:00,38,2018-02-20T11:00:00,2018-02-20T02:30:00,Confirmation,2017-10-19T22:00:00,2018-03-31T10:00:00,Constat de gestation positif,00BQD,229,2017-12-11T13:08:00,2018-04-17T08:42:18,artificial_insemination,hiver,FR,allaitant,vache
FR5502370588_2018-02-18,281,FR-55156020,FR5502370588,2018-02-18 12:00:00,2015-05-02T00:00:00,34,2018-02-18T12:00:00,2018-02-17T22:30:00,Confirmation,,2018-04-14T12:00:00,Constat de gestation positif,00MDN,36,2018-01-12T01:20:00,2018-04-14T09:21:08,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075416_2018-02-17,288,FR-56151039,FR5627075416,2018-02-17 12:00:00,2011-09-28T00:00:00,71,2018-02-17T07:00:00,2018-02-16T21:00:00,Confirmation,2016-12-04T12:00:00,2018-04-05T06:00:00,Constat de gestation positif,017U6,817,2018-01-03T10:40:48,2018-05-31T09:39:15,artificial_insemination,hiver,FR,allaitant,vache
FR5627075589_2018-02-15,343,FR-56151039,FR5627075589,2018-02-15 12:00:00,2016-03-16T00:00:00,71,2018-02-15T07:00:00,2018-02-13T23:00:00,Confirmation,,2018-03-06T13:00:00,Constat de gestation positif,015S3,858,2017-11-09T09:35:00,2018-06-05T12:12:53,artificial_insemination,hiver,FR,allaitant,genisse
FR5502370640_2018-02-15,284,FR-55156020,FR5502370640,2018-02-15 12:00:00,2015-12-06T00:00:00,34,2018-02-15T12:00:00,2018-02-13T23:00:00,Confirmation,,2018-04-14T12:00:00,Constat de gestation positif,00MDS,35,2018-01-12T05:18:33,2018-04-14T09:20:12,artificial_insemination,hiver,FR,allaitant,genisse
FR5502370626_2018-02-15,283,FR-55156020,FR5502370626,2018-02-15 12:00:00,2015-11-22T00:00:00,34,2018-02-15T12:00:00,2018-02-14T12:00:00,Confirmation,,2018-04-14T12:00:00,Constat de gestation positif,00MD6,37,2018-01-12T06:53:00,2018-04-14T09:27:32,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075467_2018-02-14,308,FR-56151039,FR5627075467,2018-02-14 12:00:00,2012-12-12T00:00:00,71,2018-02-14T07:00:00,2018-01-05T16:00:00,Confirmation,2016-10-30T23:00:00,2018-04-05T06:00:00,Constat de gestation positif,019O1,836,2017-12-27T10:46:29,2018-05-31T09:17:37,artificial_insemination,hiver,FR,allaitant,vache
FR7968180936_2018-02-10,66,FR-17356029,FR7968180936,2018-02-10 12:00:00,2013-10-20T00:00:00,71,2018-02-10T12:00:00,2018-02-10T02:30:00,Confirmation,2017-10-25T12:00:00,2018-03-16T12:00:00,Constat de gestation positif,01RSS,615,2018-01-30T13:56:32,2018-03-16T11:57:50,artificial_insemination,hiver,FR,allaitant,vache
FR5502370610_2018-01-30,282,FR-55156020,FR5502370610,2018-01-30 12:00:00,2015-10-13T00:00:00,34,2018-01-30T12:00:00,2018-01-29T09:00:00,Confirmation,,2018-02-15T12:00:00,Constat de gestation positif,00MDB,38,2018-01-12T00:56:00,2018-02-16T09:55:21,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075570_2018-01-30,335,FR-56151039,FR5627075570,2018-01-30 12:00:00,2017-11-09T00:00:00,71,2018-01-30T07:00:00,2018-01-28T21:30:00,Confirmation,,2018-03-01T07:00:00,Constat de gestation positif,019O0,835,2017-11-17T16:33:00,2019-11-19T17:22:51,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075593_2018-01-29,346,FR-56151039,FR5627075593,2018-01-29 12:00:00,2016-04-13T00:00:00,71,2018-01-29T08:00:00,2018-01-29T00:00:00,Confirmation,,2018-03-01T07:00:00,Constat de gestation positif,017TV,821,2017-12-27T11:17:40,2018-04-19T20:19:50,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075576_2018-01-25,338,FR-56151039,FR5627075576,2018-01-25 12:00:00,2016-02-29T00:00:00,71,2018-01-25T13:00:00,2018-01-25T01:00:00,Confirmation,,2018-03-01T07:00:00,Constat de gestation positif,017TQ,885,2017-12-27T10:27:54,2019-11-19T17:22:51,artificial_insemination,hiver,FR,allaitant,genisse
FR8521912094_2018-01-23,439,FR-85038302,FR8521912094,2018-01-23 12:00:00,2016-01-05T00:00:00,34,2018-01-23T12:00:00,2018-01-22T17:00:00,Confirmation,,2018-02-23T12:00:00,Constat de gestation positif,00GO2,345,2017-11-24T13:38:05,2018-03-06T10:51:00,artificial_insemination,hiver,FR,allaitant,genisse
FR8521912098_2018-01-23,440,FR-85038302,FR8521912098,2018-01-23 12:00:00,2016-06-25T00:00:00,34,2018-01-23T12:00:00,2018-01-23T00:00:00,Confirmation,,2018-02-23T12:00:00,Constat de gestation positif,00GOT,412,2018-01-10T17:09:00,2018-03-06T10:52:00,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075566_2018-01-19,332,FR-56151039,FR5627075566,2018-01-19 12:00:00,2015-10-26T00:00:00,71,2018-01-19T07:00:00,2018-01-18T13:00:00,Confirmation,,2018-01-21T07:00:00,Constat de gestation positif,015RT,845,2017-11-09T21:51:00,2018-11-08T16:13:03,artificial_insemination,hiver,FR,allaitant,genisse
FR5360554563_2018-01-12,273,FR-53030103,FR5360554563,2018-01-12 12:00:00,2015-10-04T00:00:00,41,2018-01-12T12:00:00,2018-01-11T22:30:00,Confirmation,,2018-02-22T12:00:00,Constat de gestation positif,01R3T,899,2017-09-05T18:37:00,2018-02-22T11:37:09,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075588_2018-01-09,342,FR-56151039,FR5627075588,2018-01-09 12:00:00,2016-03-13T00:00:00,71,2018-01-09T07:00:00,2018-01-09T04:30:00,Confirmation,,2018-02-14T07:00:00,Constat de gestation positif,00WTZ,863,2017-11-10T21:49:00,2018-11-08T16:13:03,artificial_insemination,hiver,FR,allaitant,genisse
FR0200546520_2018-01-06,17,FR-02668063,FR0200546520,2018-01-06 12:00:00,2015-01-13T00:00:00,38,2018-01-06T10:00:00,2018-01-05T15:00:00,Confirmation,2017-10-05T22:00:00,2018-02-07T09:00:00,Constat de gestation positif,00BPL,218,2017-10-26T08:32:38,2018-02-13T09:14:00,artificial_insemination,hiver,FR,allaitant,vache
FR5627075560_2018-01-05,326,FR-56151039,FR5627075560,2018-01-05 12:00:00,2015-10-05T00:00:00,71,2018-01-05T07:00:00,2018-01-04T13:30:00,Confirmation,,2018-01-21T07:00:00,Constat de gestation positif,017TI,820,2017-11-09T21:52:00,2018-04-19T20:47:35,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075455_2017-12-31,302,FR-56151039,FR5627075455,2017-12-31 12:00:00,2012-09-30T00:00:00,71,2017-12-31T08:00:00,2017-12-25T11:00:00,Confirmation,2016-10-17T12:00:00,2018-01-24T07:00:00,Constat de gestation positif,015RQ,864,2017-11-09T21:25:00,2018-04-07T08:42:45,artificial_insemination,hiver,FR,allaitant,vache
FR0200546574_2017-12-30,26,FR-02668063,FR0200546574,2017-12-30 12:00:00,2016-01-11T00:00:00,38,2017-12-30T10:00:00,2017-12-29T22:30:00,Confirmation,,2018-02-07T09:00:00,Constat de gestation positif,00BQ7,241,2017-10-25T13:32:00,2018-01-27T00:03:06,artificial_insemination,hiver,FR,allaitant,genisse
FR0200546500_2017-12-30,7,FR-02668063,FR0200546500,2017-12-30 12:00:00,2014-10-31T00:00:00,38,2017-12-30T10:00:00,2017-12-30T01:00:00,Confirmation,2017-10-28T22:00:00,2018-02-07T09:00:00,Constat de gestation positif,00BQL,209,2017-12-11T13:10:00,2018-02-13T09:12:00,artificial_insemination,hiver,FR,allaitant,vache
FR0200546540_2017-12-29,20,FR-02668063,FR0200546540,2017-12-29 12:00:00,2015-10-16T00:00:00,38,2017-12-29T10:00:00,2017-12-28T14:00:00,Confirmation,,2018-02-07T09:00:00,Constat de gestation positif,00BQ8,240,2017-10-25T13:35:00,2018-02-13T09:10:00,artificial_insemination,hiver,FR,allaitant,genisse
FR8521912081_2017-12-29,437,FR-85038302,FR8521912081,2017-12-29 12:00:00,2015-09-10T00:00:00,34,2017-12-29T12:00:00,2017-12-28T17:30:00,Prédiction,,2018-02-23T12:00:00,Constat de gestation positif,00GP8,353,2017-11-24T11:50:33,2018-03-06T10:50:00,artificial_insemination,hiver,FR,allaitant,genisse
FR0200546539_2017-12-28,19,FR-02668063,FR0200546539,2017-12-28 12:00:00,2015-10-14T00:00:00,38,2017-12-28T10:00:00,2017-12-28T09:30:00,Prédiction,,2018-02-07T09:00:00,Constat de gestation positif,00BQ6,227,2017-10-25T13:48:00,2018-03-05T08:49:00,artificial_insemination,hiver,FR,allaitant,genisse
FR0200546567_2017-12-28,24,FR-02668063,FR0200546567,2017-12-28 12:00:00,2015-12-16T00:00:00,38,2017-12-28T10:00:00,2017-12-28T09:30:00,Prédiction,,2018-02-07T09:00:00,Constat de gestation positif,00BQ2,214,2017-10-25T13:33:00,2018-10-18T12:40:00,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075572_2017-12-23,336,FR-56151039,FR5627075572,2017-12-23 12:00:00,2015-11-27T00:00:00,71,2017-12-23T07:00:00,2017-12-21T19:30:00,Confirmation,,2018-01-18T07:00:00,Constat de gestation positif,019NZ,822,2017-11-09T21:52:00,2018-04-19T20:43:25,artificial_insemination,hiver,FR,allaitant,genisse
FR0200546562_2017-12-23,23,FR-02668063,FR0200546562,2017-12-23 12:00:00,2015-11-23T00:00:00,38,2017-12-23T12:00:00,2017-12-22T18:00:00,Confirmation,,2018-02-07T09:00:00,Constat de gestation positif,00BPQ,230,2017-10-25T13:28:00,2018-02-13T09:13:00,artificial_insemination,hiver,FR,allaitant,genisse
FR0200546546_2017-12-23,22,FR-02668063,FR0200546546,2017-12-23 12:00:00,2015-10-22T00:00:00,38,2017-12-23T12:00:00,2017-12-22T20:00:00,Confirmation,,2018-02-07T09:00:00,Constat de gestation positif,00BQC,224,2017-10-25T13:31:00,2018-10-18T12:40:00,artificial_insemination,hiver,FR,allaitant,genisse
FR0200546570_2017-12-21,25,FR-02668063,FR0200546570,2017-12-21 12:00:00,2016-01-01T00:00:00,38,2017-12-21T15:00:00,2017-12-21T07:00:00,Confirmation,,2018-02-07T09:00:00,Constat de gestation positif,00BQB,235,2017-10-25T13:42:00,2018-02-13T09:11:00,artificial_insemination,hiver,FR,allaitant,genisse
FR0200546507_2017-12-20,11,FR-02668063,FR0200546507,2017-12-20 12:00:00,2014-11-19T00:00:00,38,2017-12-20T10:00:00,2017-12-19T17:30:00,Confirmation,2017-10-13T12:00:00,2018-02-07T09:00:00,Constat de gestation positif,00BQF,226,2017-12-11T13:06:00,2017-12-30T21:02:54,artificial_insemination,hiver,FR,allaitant,vache
FR0200546517_2017-12-20,14,FR-02668063,FR0200546517,2017-12-20 12:00:00,2014-12-04T00:00:00,38,2017-12-20T10:00:00,2017-12-20T00:30:00,Confirmation,2017-09-25T22:00:00,2018-02-07T09:00:00,Constat de gestation positif,00BPO,234,2017-10-26T08:18:04,2018-04-17T08:51:03,artificial_insemination,hiver,FR,allaitant,vache
FR0200546544_2017-12-19,21,FR-02668063,FR0200546544,2017-12-19 12:00:00,2015-10-22T00:00:00,38,2017-12-19T12:00:00,2017-12-11T11:00:00,Confirmation,,2018-02-07T09:00:00,Constat de gestation positif,00BQ3,233,2017-10-25T13:36:00,2018-02-13T09:11:00,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075564_2017-12-19,331,FR-56151039,FR5627075564,2017-12-19 12:00:00,2015-10-11T00:00:00,71,2017-12-19T07:00:00,2017-12-18T21:00:00,Confirmation,,2018-01-18T07:00:00,Constat de gestation positif,019NX,834,2017-11-10T21:50:00,2018-04-19T20:38:31,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075461_2017-12-12,305,FR-56151039,FR5627075461,2017-12-12 12:00:00,2012-10-30T00:00:00,71,2017-12-12T07:00:00,2017-12-11T20:30:00,Confirmation,2016-09-22T22:00:00,2018-01-18T07:00:00,Constat de gestation positif,010RP,847,2017-11-09T21:23:00,2018-04-07T08:45:18,artificial_insemination,hiver,FR,allaitant,vache
FR5627075426_2017-12-12,293,FR-56151039,FR5627075426,2017-12-12 12:00:00,2011-12-10T00:00:00,71,2017-12-12T07:00:00,2017-12-11T21:00:00,Confirmation,2016-09-29T12:00:00,2018-01-18T07:00:00,Constat de gestation positif,015RV,860,2017-11-09T21:23:00,2018-04-07T08:43:07,artificial_insemination,hiver,FR,allaitant,vache
FR5627075563_2017-12-09,329,FR-56151039,FR5627075563,2017-12-09 12:00:00,2015-10-10T00:00:00,71,2017-12-09T15:00:00,2017-11-27T06:00:00,Confirmation,,2017-12-30T08:00:00,Constat de gestation positif,017TY,833,2017-11-09T21:49:00,2018-04-19T20:47:36,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075568_2017-12-09,333,FR-56151039,FR5627075568,2017-12-09 12:00:00,2015-11-03T00:00:00,71,2017-12-09T07:00:00,2017-11-28T13:00:00,Confirmation,,2018-01-18T07:00:00,Constat de gestation positif,015RX,848,2017-11-09T21:51:00,2018-04-19T20:46:10,artificial_insemination,hiver,FR,allaitant,genisse
FR4435825198_2017-12-05,102,FR-44083048,FR4435825198,2017-12-05 12:00:00,2014-04-11T00:00:00,79,2017-12-05T12:00:00,2017-12-04T21:00:00,Confirmation,2017-03-20T12:00:00,2018-01-09T12:00:00,Constat de gestation positif,01WXU,397,2017-11-15T19:12:00,2018-01-10T09:38:27,artificial_insemination,hiver,FR,allaitant,vache
FR5627075444_2017-12-04,297,FR-56151039,FR5627075444,2017-12-04 12:00:00,2012-04-22T00:00:00,71,2017-12-04T07:00:00,2017-11-28T06:00:00,Confirmation,2016-03-28T22:00:00,2017-12-30T08:00:00,Constat de gestation positif,00WTW,876,2017-11-14T22:05:48,2018-04-07T08:43:44,artificial_insemination,hiver,FR,allaitant,vache
FR8521912083_2017-12-02,438,FR-85038302,FR8521912083,2017-12-02 12:00:00,2015-09-15T00:00:00,34,2017-12-02T12:00:00,2017-12-01T19:30:00,Confirmation,,2018-01-09T12:00:00,Constat de gestation positif,00GP6,352,2017-11-24T11:51:35,2018-01-10T11:12:00,artificial_insemination,hiver,FR,allaitant,genisse
FR8521912079_2017-12-01,436,FR-85038302,FR8521912079,2017-12-01 12:00:00,2015-09-08T00:00:00,34,2017-12-01T12:00:00,2017-11-30T14:30:00,Confirmation,,2018-01-09T12:00:00,Constat de gestation positif,00GNN,364,2017-11-24T13:46:34,2018-01-10T11:12:00,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075484_2017-11-21,312,FR-56151039,FR5627075484,2017-11-21 12:00:00,2013-09-11T00:00:00,71,2017-11-21T07:00:00,2017-11-20T22:30:00,Confirmation,2016-03-09T12:00:00,2017-12-30T08:00:00,Constat de gestation positif,015RS,849,2017-11-09T21:47:00,2018-04-07T08:44:34,artificial_insemination,automne,FR,allaitant,vache
FR4957787039_2017-11-05,209,FR-49260105,FR4957787039,2017-11-05 12:00:00,2014-07-15T00:00:00,79,2017-11-05T12:00:00,2017-10-14T16:30:00,Confirmation,2017-07-28T12:00:00,2017-12-08T12:00:00,Constat de gestation positif,019PV,3,2017-09-18T18:45:00,2017-12-16T13:10:25,artificial_insemination,automne,FR,allaitant,vache
FR4957787105_2017-11-04,224,FR-49260105,FR4957787105,2017-11-04 12:00:00,2015-07-12T00:00:00,79,2017-11-04T12:00:00,2017-11-04T02:00:00,Confirmation,2017-07-14T12:00:00,2017-12-08T12:00:00,Constat de gestation positif,01QDB,2,2017-09-18T18:46:00,2017-12-16T13:12:12,artificial_insemination,automne,FR,allaitant,genisse
FR4957787138_2017-11-01,227,FR-49260105,FR4957787138,2017-11-01 12:00:00,2015-08-02T00:00:00,79,2017-11-01T12:00:00,2017-10-31T14:00:00,Confirmation,2017-08-27T12:00:00,2017-12-08T12:00:00,Constat de gestation positif,01NAO,10,2017-10-04T17:46:04,2017-12-18T21:15:57,artificial_insemination,automne,FR,allaitant,genisse
FR4957787080_2017-10-25,219,FR-49260105,FR4957787080,2017-10-25 12:00:00,2014-08-26T00:00:00,79,2017-10-25T12:00:00,,None,2017-07-07T12:00:00,2017-12-08T12:00:00,Constat de gestation positif,01XN0,21,2017-09-18T18:50:00,2017-12-16T13:06:46,artificial_insemination,automne,FR,allaitant,vache
FR4957787109_2017-10-22,226,FR-49260105,FR4957787109,2017-10-22 12:00:00,2015-07-17T00:00:00,79,2017-10-22T12:00:00,2017-10-21T10:00:00,Confirmation,2017-08-08T12:00:00,2017-12-08T12:00:00,Constat de gestation positif,01NHD,13,2017-10-04T18:44:15,2017-12-16T13:42:11,artificial_insemination,automne,FR,allaitant,genisse
FR4957787058_2017-10-21,216,FR-49260105,FR4957787058,2017-10-21 12:00:00,2014-07-28T00:00:00,79,2017-10-21T12:00:00,,None,2017-07-18T12:00:00,2017-12-08T12:00:00,Constat de gestation positif,01NAL,5,2017-09-18T18:44:00,2017-12-16T13:24:48,artificial_insemination,automne,FR,allaitant,vache
FR4957787072_2017-10-19,218,FR-49260105,FR4957787072,2017-10-19 12:00:00,2014-08-09T00:00:00,79,2017-10-19T12:00:00,,None,2017-07-16T12:00:00,2017-12-08T12:00:00,Constat de gestation positif,01XNZ,23,2017-09-18T18:50:00,2017-12-16T13:35:56,artificial_insemination,automne,FR,allaitant,vache
FR4957787108_2017-10-15,225,FR-49260105,FR4957787108,2017-10-15 12:00:00,2015-07-16T00:00:00,79,2017-10-15T12:00:00,2017-10-15T00:00:00,Prédiction,2017-07-06T12:00:00,2017-12-08T12:00:00,Constat de gestation positif,01CRZ,11,2017-09-18T18:53:00,2017-12-16T13:24:26,artificial_insemination,automne,FR,allaitant,genisse
FR4957787057_2017-10-13,215,FR-49260105,FR4957787057,2017-10-13 12:00:00,2014-07-27T00:00:00,79,2017-10-13T12:00:00,,None,2017-07-17T12:00:00,2017-12-08T12:00:00,Constat de gestation positif,01NHA,12,2017-10-04T17:14:42,2017-12-16T13:43:34,artificial_insemination,automne,FR,allaitant,vache
FR4957787049_2017-10-03,213,FR-49260105,FR4957787049,2017-10-03 12:00:00,2014-07-23T00:00:00,79,2017-10-03T12:00:00,2017-10-02T16:30:00,Confirmation,2017-07-14T12:00:00,2017-11-03T12:00:00,Constat de gestation positif,01XN1,22,2017-09-18T18:48:00,2017-11-10T11:15:00,artificial_insemination,automne,FR,allaitant,vache
FR4957787029_2017-09-29,207,FR-49260105,FR4957787029,2017-09-29 12:00:00,2014-07-11T00:00:00,79,2017-09-29T12:00:00,,None,2017-07-19T12:00:00,2017-11-03T12:00:00,Constat de gestation positif,01NHH,8,2017-09-18T18:43:00,2017-11-10T11:14:00,artificial_insemination,automne,FR,allaitant,vache
FR4957787048_2017-09-26,211,FR-49260105,FR4957787048,2017-09-26 12:00:00,2014-07-21T00:00:00,79,2017-09-26T12:00:00,,None,2017-07-23T12:00:00,2017-11-03T12:00:00,Constat de gestation positif,01MCK,9,2017-10-04T17:07:30,2017-11-10T11:11:00,artificial_insemination,automne,FR,allaitant,vache
FR4957787139_2017-09-24,228,FR-49260105,FR4957787139,2017-09-24 12:00:00,2015-08-02T00:00:00,79,2017-09-24T12:00:00,2017-09-24T07:00:00,Confirmation,2017-07-17T12:00:00,2017-11-03T12:00:00,Constat de gestation positif,01QD6,7,2017-09-18T18:46:00,2017-11-10T11:15:00,artificial_insemination,automne,FR,allaitant,genisse
FR4957787066_2017-09-23,217,FR-49260105,FR4957787066,2017-09-23 12:00:00,2014-08-02T00:00:00,79,2017-09-23T12:00:00,,None,2017-07-16T12:00:00,2017-11-03T12:00:00,Constat de gestation positif,01QD9,6,2017-09-18T18:41:00,2017-11-10T11:16:00,artificial_insemination,automne,FR,allaitant,vache
FR1733538585_2017-09-22,54,FR-17356029,FR1733538585,2017-09-22 12:00:00,2014-06-01T00:00:00,71,2017-09-22T12:00:00,2017-09-21T12:00:00,Confirmation,2017-03-29T12:00:00,2017-10-19T12:00:00,Constat de gestation positif,01PS1,512,2017-05-11T08:53:00,2017-10-19T10:05:25,artificial_insemination,automne,FR,allaitant,vache
FR1733538526_2017-09-22,53,FR-17356029,FR1733538526,2017-09-22 12:00:00,2013-07-18T00:00:00,71,2017-09-22T12:00:00,2017-09-21T14:00:00,Confirmation,2016-09-16T12:00:00,2017-10-19T12:00:00,Constat de gestation positif,01U3J,491,2017-04-05T07:35:00,2017-10-19T10:06:55,artificial_insemination,automne,FR,allaitant,vache
FR4420172984_2017-08-04,69,FR-44048076,FR4420172984,2017-08-04 12:00:00,2014-06-01T00:00:00,41,2017-08-04T12:00:00,2017-08-03T09:00:00,Confirmation,2016-11-14T12:00:00,2017-09-28T12:00:00,Constat de gestation positif,01UDV,481,2017-07-11T17:23:01,2017-09-28T10:35:00,artificial_insemination,ete,FR,allaitant,vache
FR5627075525_2017-06-19,317,FR-56151039,FR5627075525,2017-06-19 12:00:00,2014-09-28T00:00:00,71,2017-06-19T15:00:00,2017-06-18T04:30:00,Confirmation,,2017-07-24T06:00:00,Constat de gestation positif,010RP,731,2017-06-01T09:01:12,2017-09-25T09:00:24,artificial_insemination,ete,FR,allaitant,genisse
FR5627075551_2017-06-19,325,FR-56151039,FR5627075551,2017-06-19 12:00:00,2015-05-18T00:00:00,71,2017-06-19T06:00:00,2017-06-18T19:30:00,Confirmation,,2017-07-27T06:00:00,Constat de gestation positif,015RQ,743,2017-05-02T10:39:25,2018-11-08T16:13:03,artificial_insemination,ete,FR,allaitant,genisse
FR5627075533_2017-06-15,318,FR-56151039,FR5627075533,2017-06-15 12:00:00,2014-10-20T00:00:00,71,2017-06-15T07:00:00,2017-06-14T13:00:00,Confirmation,,2017-07-20T07:00:00,Constat de gestation positif,015RV,739,2017-05-04T06:56:00,2018-11-08T16:13:03,artificial_insemination,ete,FR,allaitant,genisse
FR5627075537_2017-06-10,319,FR-56151039,FR5627075537,2017-06-10 12:00:00,2014-11-26T00:00:00,71,2017-06-10T12:00:00,2017-06-09T20:00:00,Confirmation,,2017-07-20T07:00:00,Constat de gestation positif,015RX,716,2017-06-01T09:05:06,2017-07-27T16:33:58,artificial_insemination,ete,FR,allaitant,genisse
FR5627075549_2017-05-20,324,FR-56151039,FR5627075549,2017-05-20 12:00:00,2015-04-07T00:00:00,71,2017-05-20T12:00:00,2017-05-20T05:00:00,Confirmation,,2017-06-26T06:00:00,Constat de gestation positif,00WU0,745,2017-05-02T10:40:08,2018-11-08T16:13:03,artificial_insemination,printemps,FR,allaitant,genisse
FR5627075548_2017-05-12,322,FR-56151039,FR5627075548,2017-05-12 12:00:00,2015-04-06T00:00:00,71,2017-05-12T06:00:00,2017-05-11T15:30:00,Confirmation,,2017-06-17T06:00:00,Constat de gestation positif,015S0,738,2017-05-04T06:56:00,2017-10-01T16:39:02,artificial_insemination,printemps,FR,allaitant,genisse
FR5627075451_2017-05-10,300,FR-56151039,FR5627075451,2017-05-10 12:00:00,2012-07-04T00:00:00,71,2017-05-10T12:00:00,2017-05-09T21:00:00,Confirmation,,2017-06-17T07:00:00,Constat de gestation positif,00FQW,732,2017-04-25T07:28:00,2017-07-11T06:32:00,artificial_insemination,printemps,FR,allaitant,vache
FR5627075544_2017-05-08,321,FR-56151039,FR5627075544,2017-05-08 12:00:00,2015-03-20T00:00:00,71,2017-05-08T06:00:00,2017-05-07T16:30:00,Confirmation,,2017-06-17T07:00:00,Constat de gestation positif,015RT,746,2017-05-02T10:40:25,2018-11-08T16:13:03,artificial_insemination,printemps,FR,allaitant,genisse
FR5627075314_2017-05-08,285,FR-56151039,FR5627075314,2017-05-08 12:00:00,2009-03-16T00:00:00,71,2017-05-08T06:00:00,2017-05-07T05:00:00,Confirmation,2014-11-30T23:00:00,2017-06-17T07:00:00,Constat de gestation positif,00FR0,734,2017-04-25T07:29:00,2017-07-11T06:32:00,artificial_insemination,printemps,FR,allaitant,vache
FR7968180925_2017-05-07,64,FR-17356029,FR7968180925,2017-05-07 12:00:00,2013-09-29T00:00:00,71,2017-05-07T12:00:00,2017-05-06T16:00:00,Confirmation,2016-09-06T12:00:00,2017-06-08T12:00:00,Constat de gestation positif,01U3M,400,2016-12-14T10:09:00,2017-06-15T12:52:34,artificial_insemination,printemps,FR,allaitant,vache
FR5360554533_2017-03-21,272,FR-53030103,FR5360554533,2017-03-21 12:00:00,2015-06-25T00:00:00,41,2017-03-21T12:00:00,2017-03-20T21:30:00,Confirmation,,2017-05-16T12:00:00,Constat de gestation positif,019FS,767,2017-02-28T15:01:00,2017-05-17T09:02:56,artificial_insemination,printemps,FR,allaitant,genisse
FR4465920082_2017-03-06,156,FR-44187101,FR4465920082,2017-03-06 12:00:00,2015-01-14T00:00:00,79,2017-03-06T12:00:00,2017-01-27T06:30:00,Confirmation,,2017-04-26T12:00:00,Constat de gestation positif,01UAK,699,2017-01-11T13:42:47,2017-03-22T13:15:31,artificial_insemination,printemps,FR,allaitant,genisse
FR6125563194_2017-03-02,428,FR-61328037,FR6125563194,2017-03-02 12:00:00,2015-04-05T00:00:00,38,2017-03-02T12:00:00,2017-03-02T01:30:00,Confirmation,,2017-04-05T12:00:00,Constat de gestation positif,00C1R,125,2017-01-24T13:09:00,2017-04-19T13:55:23,artificial_insemination,printemps,FR,allaitant,genisse
FR5627075442_2017-02-02,296,FR-56151039,FR5627075442,2017-02-02 12:00:00,2012-04-19T00:00:00,71,2017-02-02T14:00:00,2017-02-02T01:00:00,Confirmation,2016-04-03T22:00:00,2017-03-08T07:00:00,Constat de gestation positif,00FR0,647,2016-12-03T17:25:06,2017-04-06T09:55:14,artificial_insemination,hiver,FR,allaitant,vache
FR8523063185_2017-01-11,441,FR-85046031,FR8523063185,2017-01-11 12:00:00,2015-12-04T00:00:00,38,2017-01-11T12:00:00,2017-01-10T20:30:00,Confirmation,,2017-02-17T12:00:00,Constat de gestation positif,00ZSM,209,2016-12-16T12:38:30,2017-02-17T11:10:25,artificial_insemination,hiver,FR,allaitant,genisse
